Unnamed,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
610,100263,Male,Loyal Customer,58,Business travel,Business,1034,4,4,4,4,5,5,5,3,5,4,5,5,3,5,170,172,satisfied
611,57121,Male,Loyal Customer,50,Business travel,Business,2350,3,1,1,1,4,4,3,3,3,3,3,3,3,1,0,0,neutral or dissatisfied
612,15260,Female,disloyal Customer,11,Business travel,Eco,529,4,3,4,4,4,4,4,4,4,5,4,4,4,4,15,15,neutral or dissatisfied
613,97911,Male,disloyal Customer,25,Business travel,Business,483,0,4,0,4,5,0,5,5,4,4,5,5,5,5,0,0,satisfied
614,115837,Male,disloyal Customer,22,Business travel,Eco,480,3,0,3,2,3,3,3,3,1,3,4,1,5,3,17,4,neutral or dissatisfied
615,28457,Male,Loyal Customer,43,Personal Travel,Eco,2588,0,5,0,1,0,5,5,3,4,5,5,5,5,5,0,0,satisfied
616,104313,Female,Loyal Customer,41,Business travel,Business,3396,3,3,2,3,4,5,5,5,5,5,5,4,5,4,0,0,satisfied
617,39072,Female,disloyal Customer,40,Business travel,Business,384,3,3,3,4,2,3,2,2,1,1,4,3,4,2,0,6,neutral or dissatisfied
618,128176,Female,Loyal Customer,20,Business travel,Business,1788,1,2,5,2,1,2,1,1,2,2,3,4,4,1,25,12,neutral or dissatisfied
619,112243,Male,Loyal Customer,43,Business travel,Business,1506,3,2,3,3,5,5,5,4,2,5,4,5,5,5,173,175,satisfied
620,24065,Female,Loyal Customer,50,Business travel,Eco Plus,427,4,5,5,5,5,4,1,4,4,4,4,4,4,1,38,23,satisfied
621,12170,Female,disloyal Customer,24,Business travel,Eco,1042,3,3,3,4,1,3,1,1,3,5,3,2,4,1,0,0,neutral or dissatisfied
622,5803,Male,disloyal Customer,32,Business travel,Business,157,3,3,3,3,2,3,2,2,5,2,4,3,4,2,0,0,neutral or dissatisfied
623,17005,Male,Loyal Customer,47,Business travel,Business,3349,3,3,5,3,5,5,4,4,4,4,4,5,4,3,0,0,satisfied
624,9072,Female,disloyal Customer,28,Business travel,Eco,160,4,2,4,4,1,4,1,1,2,4,3,1,4,1,52,44,neutral or dissatisfied
625,56156,Female,Loyal Customer,23,Business travel,Business,1400,1,1,1,1,4,4,4,4,3,4,5,3,5,4,0,6,satisfied
626,49879,Male,Loyal Customer,38,Business travel,Business,2027,3,3,3,3,5,1,1,4,4,4,4,2,4,1,124,111,satisfied
627,78234,Male,Loyal Customer,53,Business travel,Business,1741,1,1,1,1,4,5,5,4,4,4,4,3,4,3,0,0,satisfied
628,23979,Male,Loyal Customer,52,Business travel,Business,3092,1,1,1,1,2,4,5,4,4,4,4,5,4,3,7,16,satisfied
629,113199,Female,disloyal Customer,20,Business travel,Business,386,5,0,5,3,4,5,2,4,3,5,5,3,5,4,0,0,satisfied
630,73887,Female,Loyal Customer,43,Business travel,Business,2585,1,1,1,1,5,5,5,5,4,4,5,5,5,5,0,0,satisfied
631,68000,Female,Loyal Customer,40,Business travel,Business,304,0,0,0,3,3,5,5,1,1,1,1,4,1,4,0,0,satisfied
632,69413,Male,Loyal Customer,43,Business travel,Business,2835,4,3,4,4,5,5,5,4,4,4,4,3,4,4,0,0,satisfied
633,26761,Male,Loyal Customer,34,Personal Travel,Eco,859,3,5,4,2,4,4,4,4,5,3,4,5,4,4,0,88,neutral or dissatisfied
634,64701,Female,Loyal Customer,37,Business travel,Business,3969,1,3,3,3,5,3,3,4,4,4,1,3,4,3,27,61,neutral or dissatisfied
635,36377,Female,Loyal Customer,61,Business travel,Business,2402,4,4,4,4,4,4,4,4,4,4,4,3,4,2,0,0,neutral or dissatisfied
636,25233,Female,Loyal Customer,29,Personal Travel,Eco,925,0,5,0,2,1,0,1,1,5,1,3,5,1,1,0,3,satisfied
637,36416,Female,disloyal Customer,41,Business travel,Business,369,4,4,4,3,3,4,3,3,2,5,5,5,1,3,0,0,satisfied
638,71469,Female,Loyal Customer,28,Personal Travel,Eco Plus,867,4,4,4,4,5,4,5,5,4,3,5,4,4,5,30,13,neutral or dissatisfied
639,26626,Female,Loyal Customer,58,Business travel,Eco,515,2,3,3,3,1,2,3,2,2,2,2,2,2,2,5,27,neutral or dissatisfied
640,72406,Male,Loyal Customer,50,Business travel,Eco,964,1,1,1,1,1,1,1,1,4,2,4,2,4,1,93,99,neutral or dissatisfied
641,79582,Male,Loyal Customer,46,Business travel,Business,762,4,4,4,4,3,4,4,4,4,4,4,3,4,3,0,0,satisfied
642,55969,Female,Loyal Customer,28,Business travel,Business,1620,3,3,3,3,5,5,5,5,5,4,5,4,5,5,0,0,satisfied
643,85246,Male,Loyal Customer,61,Personal Travel,Eco,731,5,5,5,2,1,5,1,1,1,2,5,3,5,1,0,0,satisfied
644,75174,Female,Loyal Customer,27,Business travel,Eco,1744,3,1,1,1,3,3,3,3,2,2,2,3,3,3,0,0,neutral or dissatisfied
645,50505,Female,Loyal Customer,43,Personal Travel,Eco,109,4,3,4,3,2,4,3,3,3,4,5,4,3,2,0,0,neutral or dissatisfied
646,57856,Male,Loyal Customer,34,Personal Travel,Eco,2457,2,4,2,4,2,1,2,4,2,4,4,2,5,2,0,0,neutral or dissatisfied
647,75346,Male,Loyal Customer,56,Personal Travel,Eco,2615,2,4,2,4,2,3,5,3,3,4,5,5,4,5,0,1,neutral or dissatisfied
648,23259,Male,Loyal Customer,69,Personal Travel,Eco,783,3,5,3,4,2,3,2,2,5,3,5,5,4,2,112,111,neutral or dissatisfied
649,46011,Male,Loyal Customer,62,Personal Travel,Eco Plus,483,2,0,2,4,1,2,5,1,5,4,5,3,5,1,12,25,neutral or dissatisfied
650,53413,Male,Loyal Customer,30,Business travel,Business,2253,5,5,5,5,5,5,5,5,1,3,3,4,1,5,40,42,satisfied
651,123560,Male,disloyal Customer,25,Business travel,Eco,1264,5,5,5,3,2,5,2,2,4,3,3,4,4,2,3,0,satisfied
652,128777,Male,Loyal Customer,53,Business travel,Business,2248,3,3,3,3,2,5,5,3,3,3,3,4,3,3,0,0,satisfied
653,114619,Male,Loyal Customer,46,Business travel,Business,480,2,2,2,2,2,5,4,4,4,4,4,4,4,3,94,76,satisfied
654,217,Male,Loyal Customer,48,Personal Travel,Eco,290,2,5,2,1,5,2,5,5,4,3,4,4,4,5,0,0,neutral or dissatisfied
655,4110,Female,Loyal Customer,46,Business travel,Business,544,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,6,satisfied
656,78446,Female,disloyal Customer,40,Business travel,Business,666,4,4,4,4,2,4,2,2,5,3,4,5,4,2,0,0,satisfied
657,7017,Male,Loyal Customer,39,Personal Travel,Eco,299,2,4,2,4,4,2,4,4,2,5,3,1,3,4,0,0,neutral or dissatisfied
658,16254,Male,disloyal Customer,22,Business travel,Eco,748,4,4,4,3,3,4,3,3,2,5,3,4,1,3,0,0,satisfied
659,45852,Female,Loyal Customer,35,Business travel,Eco Plus,391,5,1,1,1,5,4,5,5,1,1,3,4,3,5,0,0,satisfied
660,64004,Female,Loyal Customer,29,Personal Travel,Eco,612,2,4,2,2,4,2,4,4,1,3,5,3,5,4,0,5,neutral or dissatisfied
661,78310,Female,Loyal Customer,33,Business travel,Eco Plus,1598,1,5,4,4,1,2,1,1,3,1,3,3,4,1,0,0,neutral or dissatisfied
662,127082,Male,disloyal Customer,26,Business travel,Eco,304,2,0,2,4,4,2,2,4,4,3,5,4,1,4,0,6,neutral or dissatisfied
663,47006,Female,Loyal Customer,27,Personal Travel,Eco Plus,776,2,1,2,2,4,2,4,4,4,3,2,1,2,4,6,10,neutral or dissatisfied
664,43972,Female,disloyal Customer,24,Business travel,Business,411,5,3,5,3,2,5,2,2,5,5,5,4,4,2,0,0,satisfied
665,119682,Female,Loyal Customer,16,Personal Travel,Business,1325,5,4,5,3,5,4,4,5,5,4,5,4,4,4,243,226,satisfied
666,3616,Male,Loyal Customer,47,Business travel,Business,427,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,0,satisfied
667,40304,Female,Loyal Customer,45,Personal Travel,Eco,531,1,3,1,3,3,4,2,2,2,1,2,1,2,4,0,0,neutral or dissatisfied
668,120760,Female,Loyal Customer,39,Business travel,Business,1582,3,3,2,3,2,5,4,2,2,2,2,3,2,4,0,0,satisfied
669,8115,Male,Loyal Customer,35,Business travel,Business,2392,2,3,5,3,5,3,3,2,2,2,2,4,2,3,0,0,neutral or dissatisfied
670,36058,Female,Loyal Customer,23,Business travel,Eco,399,4,2,2,2,4,4,1,4,2,3,1,1,2,4,0,0,neutral or dissatisfied
671,58068,Male,Loyal Customer,35,Business travel,Business,589,2,4,1,4,2,3,4,2,2,2,2,1,2,3,44,46,neutral or dissatisfied
672,125757,Male,Loyal Customer,50,Business travel,Business,993,2,2,2,2,3,4,4,4,4,4,4,5,4,5,0,0,satisfied
673,94659,Female,Loyal Customer,40,Business travel,Eco,192,2,5,5,5,2,2,2,2,4,2,4,4,4,2,7,0,neutral or dissatisfied
674,97953,Male,Loyal Customer,45,Business travel,Business,483,4,4,4,4,4,1,2,4,4,4,4,2,4,2,128,131,neutral or dissatisfied
675,78114,Female,Loyal Customer,60,Business travel,Business,1797,4,4,4,4,5,4,5,5,5,5,5,4,5,5,0,0,satisfied
676,77532,Male,Loyal Customer,11,Personal Travel,Eco,1310,3,4,4,3,5,4,3,5,4,3,4,3,5,5,24,12,neutral or dissatisfied
677,80601,Male,disloyal Customer,38,Business travel,Business,762,4,3,3,2,4,3,4,4,5,2,5,5,4,4,0,4,satisfied
678,62020,Female,disloyal Customer,26,Business travel,Business,2475,3,3,3,1,4,3,1,4,3,4,5,4,5,4,0,0,neutral or dissatisfied
679,99600,Female,Loyal Customer,17,Personal Travel,Eco,808,3,5,3,5,5,3,5,5,2,4,4,1,4,5,0,0,neutral or dissatisfied
680,62446,Male,Loyal Customer,40,Business travel,Business,1723,3,3,3,3,5,4,4,5,5,5,5,3,5,3,2,0,satisfied
681,29914,Female,Loyal Customer,60,Business travel,Eco,123,5,1,1,1,5,2,2,5,5,5,5,1,5,4,0,0,satisfied
682,96450,Female,Loyal Customer,43,Business travel,Business,2825,1,1,1,1,3,4,5,5,5,5,5,5,5,3,16,10,satisfied
683,107479,Male,Loyal Customer,50,Business travel,Business,3610,4,4,4,4,5,5,5,5,5,5,5,4,5,4,0,0,satisfied
684,115588,Male,Loyal Customer,46,Business travel,Eco,337,2,3,3,3,2,2,2,2,1,2,4,1,3,2,0,6,neutral or dissatisfied
685,112892,Male,Loyal Customer,29,Business travel,Business,1642,1,5,5,5,1,1,1,1,2,1,3,1,3,1,24,14,neutral or dissatisfied
686,96804,Male,disloyal Customer,23,Business travel,Business,1041,4,4,4,1,2,4,2,2,4,5,5,4,5,2,15,1,satisfied
687,98887,Male,Loyal Customer,17,Personal Travel,Eco,991,2,3,3,4,5,3,5,5,3,5,3,2,3,5,0,0,neutral or dissatisfied
688,58394,Male,disloyal Customer,65,Business travel,Business,473,5,5,5,3,1,5,1,1,4,5,4,5,4,1,11,33,satisfied
689,17658,Male,disloyal Customer,47,Business travel,Eco,608,4,1,3,3,1,3,4,1,4,1,3,2,3,1,83,45,neutral or dissatisfied
690,51563,Male,Loyal Customer,34,Business travel,Eco,455,4,1,1,1,4,4,4,4,3,3,1,2,3,4,0,0,satisfied
691,114287,Male,Loyal Customer,64,Personal Travel,Eco,862,3,5,2,3,4,2,4,4,3,5,5,4,5,4,25,21,neutral or dissatisfied
692,95974,Male,Loyal Customer,42,Business travel,Business,3381,2,3,2,2,5,4,4,5,5,5,5,5,5,5,0,0,satisfied
693,35423,Male,Loyal Customer,53,Personal Travel,Eco,972,3,4,3,2,2,3,2,2,3,3,4,3,5,2,0,0,neutral or dissatisfied
694,98723,Male,Loyal Customer,38,Personal Travel,Eco Plus,834,4,4,3,3,4,3,4,4,5,1,3,2,1,4,92,100,neutral or dissatisfied
695,117443,Female,disloyal Customer,8,Business travel,Eco,1107,4,4,4,3,5,4,5,5,3,3,4,3,5,5,18,5,neutral or dissatisfied
696,47902,Male,Loyal Customer,31,Business travel,Business,3561,1,1,5,1,5,5,5,5,3,3,3,1,3,5,0,4,satisfied
697,84336,Male,Loyal Customer,41,Business travel,Eco,606,1,4,4,4,1,1,1,1,1,4,4,2,4,1,18,2,neutral or dissatisfied
698,35611,Male,Loyal Customer,32,Personal Travel,Eco Plus,1069,1,5,1,1,2,1,5,2,3,2,4,3,4,2,49,31,neutral or dissatisfied
699,787,Female,Loyal Customer,56,Business travel,Business,1707,4,4,4,4,3,4,5,4,4,5,4,3,4,4,7,15,satisfied
700,6164,Male,disloyal Customer,19,Business travel,Eco,501,3,3,3,4,3,3,3,3,4,5,4,4,4,3,0,0,neutral or dissatisfied
701,111698,Male,disloyal Customer,25,Business travel,Business,541,2,5,1,3,4,1,3,4,4,5,5,4,4,4,0,0,neutral or dissatisfied
702,51329,Female,disloyal Customer,39,Business travel,Business,421,1,1,1,1,4,1,4,4,1,4,4,4,5,4,0,0,neutral or dissatisfied
703,97195,Male,Loyal Customer,9,Personal Travel,Eco,1390,2,3,2,3,2,2,2,3,3,4,4,2,3,2,270,260,neutral or dissatisfied
704,51306,Female,Loyal Customer,39,Business travel,Eco Plus,266,2,1,4,1,2,2,2,2,1,3,3,4,3,2,49,56,neutral or dissatisfied
705,60876,Female,Loyal Customer,21,Business travel,Business,1062,3,3,3,3,4,5,4,4,3,2,4,4,4,4,17,32,satisfied
706,98658,Male,Loyal Customer,20,Personal Travel,Eco,992,3,4,3,3,3,3,3,3,4,5,4,4,4,3,0,7,neutral or dissatisfied
707,79373,Male,Loyal Customer,55,Business travel,Business,502,1,1,1,1,5,5,4,5,5,5,5,4,5,4,0,6,satisfied
708,41573,Female,disloyal Customer,69,Personal Travel,Eco,1334,5,4,5,3,4,5,4,4,5,4,4,3,4,4,4,0,satisfied
709,17698,Female,Loyal Customer,25,Business travel,Business,854,2,2,2,2,5,4,5,5,2,5,2,1,3,5,9,0,satisfied
710,9064,Male,Loyal Customer,69,Business travel,Business,173,1,3,3,3,1,2,2,3,3,3,1,4,3,1,0,0,neutral or dissatisfied
711,109937,Female,Loyal Customer,67,Personal Travel,Eco,1033,3,5,3,4,2,4,5,2,2,3,5,3,2,5,37,22,neutral or dissatisfied
712,91986,Male,Loyal Customer,33,Business travel,Business,236,1,3,3,3,1,1,1,1,4,1,4,1,4,1,2,0,neutral or dissatisfied
713,85593,Male,Loyal Customer,39,Business travel,Business,1685,0,0,0,1,2,2,5,3,3,3,3,1,3,4,0,5,satisfied
714,127131,Female,Loyal Customer,17,Personal Travel,Eco,647,2,2,2,4,2,2,2,2,2,1,3,4,4,2,6,0,neutral or dissatisfied
715,72336,Female,Loyal Customer,39,Business travel,Business,2088,2,2,2,2,5,5,5,4,4,4,4,5,4,5,10,0,satisfied
716,92079,Female,disloyal Customer,25,Business travel,Eco,1576,3,3,3,3,1,3,1,1,3,2,4,1,3,1,0,0,neutral or dissatisfied
717,129624,Male,Loyal Customer,32,Business travel,Business,3802,0,0,0,1,5,5,5,5,3,2,5,4,5,5,90,86,satisfied
718,33264,Female,Loyal Customer,23,Personal Travel,Eco Plus,101,4,4,4,4,5,4,5,5,3,2,4,4,5,5,0,0,neutral or dissatisfied
719,7809,Female,Loyal Customer,46,Business travel,Eco,650,1,5,5,5,2,4,3,2,2,1,2,3,2,1,0,0,neutral or dissatisfied
720,15204,Female,Loyal Customer,50,Business travel,Business,416,4,4,4,4,2,4,4,4,4,4,4,4,4,4,0,0,satisfied
721,91327,Female,Loyal Customer,43,Business travel,Eco Plus,223,2,1,1,1,4,1,1,2,2,2,2,3,2,1,28,20,neutral or dissatisfied
722,35098,Male,Loyal Customer,35,Business travel,Eco,1005,4,1,2,2,4,4,4,4,3,2,4,4,5,4,0,0,satisfied
723,109569,Male,Loyal Customer,62,Personal Travel,Eco,834,4,3,4,3,2,4,3,2,2,4,3,4,3,2,110,92,neutral or dissatisfied
724,1016,Female,disloyal Customer,47,Business travel,Eco,247,1,1,1,1,4,1,4,4,4,2,2,2,2,4,0,6,neutral or dissatisfied
725,101713,Female,disloyal Customer,13,Business travel,Eco,986,2,1,1,3,1,1,1,1,3,3,4,3,4,1,2,26,neutral or dissatisfied
726,61813,Female,Loyal Customer,68,Personal Travel,Eco,1635,1,5,1,1,3,4,5,2,2,1,5,3,2,3,0,0,neutral or dissatisfied
727,119989,Female,disloyal Customer,29,Business travel,Eco Plus,868,2,2,2,4,3,2,3,3,3,4,3,2,3,3,0,0,neutral or dissatisfied
728,51604,Male,Loyal Customer,57,Business travel,Business,370,3,3,3,3,3,4,4,5,5,5,5,3,5,2,0,0,satisfied
729,109352,Female,Loyal Customer,32,Personal Travel,Business,1237,3,5,3,1,4,3,5,4,4,3,3,4,4,4,8,1,neutral or dissatisfied
730,128573,Male,Loyal Customer,55,Business travel,Eco Plus,110,3,1,1,1,3,3,3,3,2,3,4,2,3,3,0,0,neutral or dissatisfied
731,79499,Female,Loyal Customer,31,Business travel,Business,749,1,1,5,1,5,5,5,5,4,5,4,5,4,5,11,11,satisfied
732,99632,Male,Loyal Customer,7,Personal Travel,Eco,1154,3,4,3,2,3,3,3,3,5,2,5,3,5,3,0,0,neutral or dissatisfied
733,22493,Female,Loyal Customer,59,Personal Travel,Eco,145,1,3,1,4,5,4,3,5,5,1,5,1,5,2,0,0,neutral or dissatisfied
734,88713,Male,Loyal Customer,62,Personal Travel,Eco,581,2,4,2,1,2,2,2,2,5,2,4,4,5,2,0,0,neutral or dissatisfied
735,36663,Male,Loyal Customer,33,Personal Travel,Eco,1197,3,4,3,5,4,3,3,4,5,3,4,4,5,4,0,0,neutral or dissatisfied
736,54626,Female,Loyal Customer,30,Business travel,Business,2450,3,3,3,3,2,2,2,2,3,3,3,2,3,2,2,0,satisfied
737,68235,Female,Loyal Customer,30,Business travel,Business,1966,3,4,4,4,3,3,3,3,4,1,3,4,3,3,0,5,neutral or dissatisfied
738,40073,Male,Loyal Customer,41,Business travel,Eco,493,3,3,3,3,3,3,3,3,3,4,4,4,2,3,0,0,satisfied
739,52290,Male,Loyal Customer,60,Business travel,Business,3664,1,3,3,3,1,3,3,1,1,1,1,4,1,3,0,3,neutral or dissatisfied
740,22475,Female,Loyal Customer,60,Personal Travel,Eco,214,3,2,0,4,1,4,4,1,1,0,1,1,1,3,0,0,neutral or dissatisfied
741,61452,Male,disloyal Customer,15,Business travel,Business,1039,0,0,0,3,5,0,5,5,4,5,4,4,4,5,4,0,satisfied
742,53871,Female,disloyal Customer,36,Business travel,Eco,140,1,0,1,2,2,1,2,2,5,4,3,2,4,2,2,9,neutral or dissatisfied
743,93869,Male,Loyal Customer,50,Business travel,Business,1937,5,5,5,5,4,4,4,5,5,5,5,3,5,3,0,0,satisfied
744,31387,Male,disloyal Customer,22,Business travel,Eco,434,3,1,3,2,1,3,1,1,4,3,1,3,2,1,5,6,neutral or dissatisfied
745,8229,Male,Loyal Customer,39,Personal Travel,Eco,294,1,5,1,3,1,1,1,1,3,2,5,4,5,1,0,0,neutral or dissatisfied
746,43957,Male,Loyal Customer,24,Personal Travel,Eco,473,3,1,3,3,1,3,1,1,3,5,4,2,3,1,0,26,neutral or dissatisfied
747,81025,Female,Loyal Customer,51,Business travel,Business,2818,5,5,5,5,2,5,5,4,4,4,4,3,4,5,6,0,satisfied
748,10342,Male,Loyal Customer,49,Business travel,Business,74,1,1,1,1,2,4,4,5,5,5,5,3,5,5,0,0,satisfied
749,119130,Female,Loyal Customer,56,Business travel,Business,3538,3,3,3,3,3,5,5,5,5,5,5,4,5,4,0,0,satisfied
750,49877,Male,Loyal Customer,57,Business travel,Eco,308,2,3,3,3,2,2,2,2,1,1,3,2,2,2,0,0,neutral or dissatisfied
751,49324,Male,Loyal Customer,57,Business travel,Eco,308,3,1,1,1,3,3,3,3,1,4,3,2,4,3,0,0,satisfied
752,60275,Female,Loyal Customer,50,Business travel,Business,2583,4,4,4,4,5,4,4,5,2,3,4,4,3,4,6,0,satisfied
753,52082,Female,Loyal Customer,53,Business travel,Business,1621,4,3,3,3,1,3,4,4,4,4,4,1,4,2,0,0,neutral or dissatisfied
754,107758,Female,Loyal Customer,53,Personal Travel,Eco,251,2,5,0,3,3,5,5,5,5,0,5,4,5,3,5,0,neutral or dissatisfied
755,71587,Female,Loyal Customer,41,Business travel,Business,3247,5,5,5,5,2,5,5,4,4,4,4,3,4,3,0,0,satisfied
756,73094,Male,Loyal Customer,42,Business travel,Eco Plus,685,4,2,2,2,4,4,4,4,1,4,1,2,5,4,0,0,satisfied
757,95553,Male,Loyal Customer,62,Personal Travel,Eco Plus,148,4,5,4,3,4,4,4,4,3,3,4,3,5,4,31,27,neutral or dissatisfied
758,104483,Female,Loyal Customer,50,Business travel,Business,860,2,5,5,5,5,4,3,2,2,2,2,2,2,4,0,0,neutral or dissatisfied
759,104897,Female,Loyal Customer,54,Business travel,Business,1565,3,3,3,3,3,5,5,5,5,5,5,5,5,4,4,19,satisfied
760,53833,Male,Loyal Customer,49,Business travel,Eco,224,4,2,2,2,5,4,5,5,4,5,1,1,2,5,3,0,satisfied
761,13037,Female,Loyal Customer,60,Personal Travel,Eco,438,3,4,3,3,5,4,4,4,4,3,4,3,4,5,1,0,neutral or dissatisfied
762,54986,Female,Loyal Customer,59,Business travel,Business,1379,3,5,5,5,2,3,3,3,3,3,3,4,3,1,0,0,neutral or dissatisfied
763,23505,Female,disloyal Customer,24,Business travel,Eco,303,0,4,0,2,3,0,3,3,2,2,2,4,4,3,0,0,satisfied
764,44741,Male,Loyal Customer,60,Personal Travel,Eco Plus,67,1,5,1,3,5,1,5,5,5,3,4,5,5,5,25,16,neutral or dissatisfied
765,112372,Male,disloyal Customer,23,Business travel,Eco,862,3,4,4,3,4,4,4,4,1,5,3,3,3,4,1,33,neutral or dissatisfied
766,113838,Male,Loyal Customer,37,Personal Travel,Eco Plus,223,3,5,0,2,4,0,4,4,3,5,5,3,5,4,0,0,neutral or dissatisfied
767,113052,Male,Loyal Customer,49,Business travel,Business,569,2,2,2,2,2,5,4,4,4,4,4,3,4,4,0,0,satisfied
768,62069,Male,Loyal Customer,62,Personal Travel,Eco,2475,3,2,2,3,1,2,1,1,3,2,3,3,2,1,0,0,neutral or dissatisfied
769,123872,Male,Loyal Customer,56,Business travel,Business,1835,2,3,3,3,2,3,2,2,2,2,2,2,2,1,0,33,neutral or dissatisfied
770,118170,Female,disloyal Customer,25,Business travel,Eco,1444,3,3,3,3,4,3,4,4,1,4,4,4,4,4,0,0,neutral or dissatisfied
771,71934,Female,Loyal Customer,49,Business travel,Eco Plus,346,2,3,3,3,2,2,5,2,2,2,2,3,2,2,9,0,satisfied
772,112283,Male,Loyal Customer,32,Personal Travel,Eco,1546,2,5,2,2,3,2,3,3,4,2,5,4,5,3,20,5,neutral or dissatisfied
773,31461,Male,Loyal Customer,25,Business travel,Eco,846,4,4,4,4,4,4,3,4,5,4,3,2,1,4,10,0,satisfied
774,111274,Male,Loyal Customer,55,Business travel,Eco,459,3,4,4,4,3,3,3,3,4,1,2,4,2,3,50,69,neutral or dissatisfied
775,90137,Female,Loyal Customer,50,Business travel,Business,2731,4,4,4,4,3,4,5,5,5,5,5,3,5,4,0,0,satisfied
776,5487,Male,Loyal Customer,39,Business travel,Business,2040,3,3,3,3,3,4,5,5,5,5,5,5,5,3,0,0,satisfied
777,110992,Female,Loyal Customer,42,Business travel,Business,1971,4,4,4,4,4,4,5,5,5,5,4,3,5,5,0,5,satisfied
778,50393,Male,Loyal Customer,52,Business travel,Business,3807,1,3,3,3,1,4,3,3,3,3,1,2,3,3,0,0,neutral or dissatisfied
779,80171,Female,Loyal Customer,57,Business travel,Business,2446,2,3,3,3,2,2,2,1,4,3,4,2,2,2,54,49,neutral or dissatisfied
780,56924,Female,disloyal Customer,34,Business travel,Eco,1142,2,2,2,4,2,2,4,1,4,3,3,4,4,4,4,26,neutral or dissatisfied
781,107024,Male,disloyal Customer,22,Business travel,Business,395,5,3,5,3,5,5,5,5,5,2,4,4,4,5,8,0,satisfied
782,52497,Female,Loyal Customer,42,Business travel,Business,160,2,2,5,2,3,4,5,5,5,5,5,3,5,4,0,0,satisfied
783,40922,Female,Loyal Customer,61,Personal Travel,Eco,588,1,2,1,3,1,3,3,5,5,1,2,3,5,1,0,0,neutral or dissatisfied
784,35817,Female,Loyal Customer,40,Business travel,Business,937,2,2,2,2,4,3,2,2,2,2,2,3,2,3,0,0,satisfied
785,24382,Female,Loyal Customer,55,Business travel,Business,3275,2,1,3,1,3,3,4,2,2,2,2,4,2,2,0,0,neutral or dissatisfied
786,30503,Male,Loyal Customer,66,Personal Travel,Eco,484,3,2,4,4,2,4,2,2,3,3,2,2,3,2,2,0,neutral or dissatisfied
787,125286,Male,disloyal Customer,26,Business travel,Business,678,1,1,1,1,4,1,4,4,5,5,5,4,4,4,0,0,neutral or dissatisfied
788,40195,Female,disloyal Customer,43,Business travel,Eco,358,2,5,1,1,5,1,5,5,1,4,2,4,5,5,0,45,neutral or dissatisfied
789,29132,Female,Loyal Customer,24,Personal Travel,Eco,605,2,4,2,4,2,2,5,2,5,4,5,3,5,2,0,0,neutral or dissatisfied
790,73526,Male,Loyal Customer,60,Business travel,Business,594,4,4,4,4,3,4,4,5,5,5,5,3,5,4,7,27,satisfied
791,27085,Female,disloyal Customer,17,Business travel,Eco,876,2,2,2,4,2,2,2,2,3,1,3,4,4,2,2,0,neutral or dissatisfied
792,38072,Female,disloyal Customer,22,Business travel,Eco,1249,2,2,2,4,2,2,2,4,1,1,3,2,3,2,144,142,neutral or dissatisfied
793,125941,Female,Loyal Customer,27,Personal Travel,Eco,992,3,4,3,4,4,3,4,4,4,5,4,3,4,4,0,0,neutral or dissatisfied
794,6274,Female,Loyal Customer,43,Business travel,Business,3967,3,4,4,4,1,4,3,3,3,3,3,4,3,4,0,2,neutral or dissatisfied
795,15661,Male,Loyal Customer,46,Business travel,Eco,764,5,4,4,4,5,5,5,5,4,1,4,4,2,5,39,58,satisfied
796,47330,Male,Loyal Customer,40,Business travel,Eco,588,5,1,1,1,5,5,5,5,1,4,3,3,5,5,0,0,satisfied
797,76908,Male,Loyal Customer,68,Personal Travel,Eco,630,2,4,2,2,1,2,1,1,3,1,1,1,1,1,4,1,neutral or dissatisfied
798,20699,Female,Loyal Customer,42,Business travel,Eco,510,2,1,1,1,1,3,4,2,2,2,2,4,2,4,112,100,neutral or dissatisfied
799,105516,Female,Loyal Customer,44,Business travel,Business,3954,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,0,satisfied
800,15954,Male,Loyal Customer,44,Personal Travel,Eco,528,1,3,1,5,1,1,1,1,2,1,5,5,3,1,20,8,neutral or dissatisfied
801,90062,Male,Loyal Customer,29,Business travel,Business,1963,5,5,5,5,4,4,4,4,4,3,5,3,4,4,0,0,satisfied
802,75964,Male,Loyal Customer,50,Business travel,Business,3548,2,2,2,2,5,4,4,5,5,5,5,4,5,3,0,0,satisfied
803,49278,Female,disloyal Customer,37,Business travel,Eco,308,2,0,2,1,5,2,5,5,2,2,3,1,5,5,0,3,neutral or dissatisfied
804,77611,Male,disloyal Customer,33,Business travel,Business,731,2,1,1,4,3,1,2,3,4,4,4,5,4,3,0,0,neutral or dissatisfied
805,15635,Female,Loyal Customer,58,Business travel,Eco Plus,229,4,5,5,5,4,4,1,4,4,4,4,1,4,4,63,75,satisfied
806,39624,Female,Loyal Customer,26,Personal Travel,Eco,908,3,4,3,4,2,3,2,2,2,3,5,1,1,2,0,0,neutral or dissatisfied
